,CountyName,total_population,total_age_population,total_race_population,hispanic_or_latino,median_household_income,bachelors_degree,masters_degree,professional_degree,doctorate_degree,labor_force,unemployed,median_rent,median_home_value,same_house_1yr_ago,moved_from_same_state,moved_from_different_state,owner_occupied,renter_occupied,state_fips,county_fips
2634,"Hockley County, Texas",21455,21455,21455,10644,54810,1742,656,46,64,10074,491,813,112700,18865,131,25,5848,2210,48,219
2635,"Hood County, Texas",64198,64198,64198,8569,86802,10532,3499,495,597,30043,1848,1414,281300,55390,141,0,20320,4668,48,221
2636,"Hopkins County, Texas",37351,37351,37351,6812,64725,3405,1291,196,159,18160,824,1038,193200,32948,189,0,9704,4174,48,223
2637,"Houston County, Texas",22042,22042,22042,3096,54563,1761,625,96,49,8313,546,873,155100,19065,66,0,5365,2430,48,225
2638,"Howard County, Texas",33127,33127,33127,15547,71457,2381,723,185,203,14374,713,993,150300,28835,119,31,8186,3741,48,227
2639,"Hudspeth County, Texas",3331,3331,3331,2181,39336,237,34,0,0,1063,127,664,57400,2509,401,66,618,229,48,229
2640,"Hunt County, Texas",104917,104917,104917,21575,70112,9967,3979,688,511,50359,2776,1184,210900,87946,295,25,26580,10969,48,231
2641,"Hutchinson County, Texas",20413,20413,20413,5011,65470,1605,460,65,8,9255,214,852,102200,18267,7,0,5618,1326,48,233
2642,"Irion County, Texas",1432,1432,1432,428,58125,205,18,13,0,644,4,1028,152600,1277,0,0,537,69,48,235
2643,"Jack County, Texas",8623,8623,8623,1589,65693,659,197,37,21,3466,339,968,174800,7177,169,0,2090,825,48,237
2644,"Jackson County, Texas",15081,15081,15081,4948,61752,1247,318,30,40,6519,359,1011,175500,13213,71,0,3803,1621,48,239
2645,"Jasper County, Texas",32807,32807,32807,2248,49919,1947,791,26,94,14512,2037,790,125900,29381,36,0,10619,3048,48,241
2646,"Jeff Davis County, Texas",1740,1740,1740,540,32625,265,122,18,22,559,0,1314,234400,1511,0,0,761,86,48,243
2647,"Jefferson County, Texas",253939,253939,253939,59759,59934,22507,7582,1606,1269,109905,6082,1079,159600,219058,1368,83,57912,35734,48,245
2648,"Jim Hogg County, Texas",4797,4797,4797,3757,42230,331,65,14,46,1893,159,820,125600,3876,0,0,751,470,48,247
2649,"Jim Wells County, Texas",38863,38863,38863,30860,47492,2804,770,119,57,16182,902,885,104800,34930,0,0,8971,4327,48,249
2650,"Johnson County, Texas",188820,188820,188820,46403,81826,20283,7052,1026,708,93504,3322,1343,254600,168663,500,64,47274,16203,48,251
2651,"Jones County, Texas",19968,19968,19968,5671,63472,1285,310,40,24,6957,340,938,92700,15394,28,0,4874,1154,48,253
2652,"Karnes County, Texas",14819,14819,14819,7863,59103,1107,451,114,9,5302,243,872,136900,11954,341,67,3033,1610,48,255
2653,"Kaufman County, Texas",160718,160718,160718,42372,88606,18460,5864,573,744,82608,3967,1408,290800,133000,366,18,39062,10641,48,257
2654,"Kendall County, Texas",46971,46971,46971,11114,110498,10276,4273,848,592,22844,1076,1576,489800,40286,315,112,13435,3814,48,259
2655,"Kenedy County, Texas",52,52,52,47,-666666666,4,1,0,0,25,0,-666666666,-666666666,45,0,0,6,11,48,261
2656,"Kent County, Texas",727,727,727,86,71420,81,60,9,2,284,25,856,108900,639,0,0,211,63,48,263
2657,"Kerr County, Texas",53166,53166,53166,14049,67927,7637,3111,767,680,24280,712,1079,285100,45227,15,9,15673,6594,48,265
2658,"Kimble County, Texas",4355,4355,4355,1114,65703,560,246,39,17,2033,23,795,173100,3724,0,0,1460,398,48,267
2659,"King County, Texas",189,189,189,49,70192,49,4,0,3,92,0,-666666666,-666666666,140,0,0,38,52,48,269
2660,"Kinney County, Texas",3140,3140,3140,1678,66341,268,230,0,0,1483,24,771,88500,2677,27,0,904,276,48,271
2661,"Kleberg County, Texas",30629,30629,30629,21830,57612,2602,1143,137,236,14374,1093,1022,152200,26614,162,18,6360,5434,48,273
2662,"Knox County, Texas",3322,3322,3322,1124,56304,254,101,0,5,1479,19,661,66800,2826,24,0,981,275,48,275
2663,"Lamar County, Texas",50421,50421,50421,4659,61122,4733,1818,296,221,23982,933,897,175500,42412,92,6,13202,6854,48,277
2664,"Lamb County, Texas",12919,12919,12919,7445,56997,802,325,12,14,5911,171,900,76600,11423,99,14,3346,1298,48,279
2665,"Lampasas County, Texas",22267,22267,22267,4477,76919,2367,808,111,108,9545,450,961,236000,19939,75,6,6544,1603,48,281
2666,"La Salle County, Texas",6946,6946,6946,5629,55469,176,173,15,0,2150,53,-666666666,101000,5739,153,30,1327,356,48,283
2667,"Lavaca County, Texas",20479,20479,20479,4046,61768,2123,742,102,9,9832,295,879,220900,18182,85,0,6390,1980,48,285
2668,"Lee County, Texas",17758,17758,17758,4649,66000,1769,426,120,42,8303,436,1050,247500,16238,17,0,5248,1472,48,287
2669,"Leon County, Texas",16067,16067,16067,2594,59975,1232,610,29,68,6546,255,798,177400,14776,0,0,5042,1504,48,289
2670,"Liberty County, Texas",97993,97993,97993,36192,64773,4950,1547,100,205,38720,2743,1038,167100,82692,215,24,24240,5769,48,291
2671,"Limestone County, Texas",22185,22185,22185,5126,58109,2097,681,69,128,8693,274,835,154400,19641,63,0,6166,2152,48,293
2672,"Lipscomb County, Texas",2964,2964,2964,1095,71442,373,77,12,9,1367,101,807,128400,2590,11,0,883,218,48,295
2673,"Live Oak County, Texas",11444,11444,11444,4815,53869,735,309,34,74,4059,219,949,142300,9672,0,0,3071,1139,48,297
2674,"Llano County, Texas",22011,22011,22011,2787,65636,4004,1022,582,170,9063,481,995,322300,19284,31,0,7889,2329,48,299
2675,"Loving County, Texas",54,54,54,0,51087,0,0,0,0,30,0,-666666666,-666666666,54,0,0,4,32,48,301
2676,"Lubbock County, Texas",314633,314633,314633,112607,63367,37942,16658,3742,4571,162882,7618,1134,199600,245073,1582,311,68591,55454,48,303
2677,"Lynn County, Texas",5667,5667,5667,2356,57411,580,288,12,21,2627,113,933,130800,4947,13,0,1584,482,48,305
2678,"McCulloch County, Texas",7565,7565,7565,2325,51919,718,310,7,19,3513,368,838,104400,6425,0,0,2150,922,48,307
2679,"McLennan County, Texas",263608,263608,263608,70219,63888,27176,12132,2961,2758,127943,5753,1106,219200,218287,1357,301,58703,37263,48,309
2680,"McMullen County, Texas",623,623,623,339,45833,49,4,0,0,253,0,-666666666,108800,596,0,0,129,39,48,311
2681,"Madison County, Texas",13574,13574,13574,3509,67128,1013,199,67,49,5426,322,832,149100,11650,25,0,2932,1208,48,313
2682,"Marion County, Texas",9631,9631,9631,436,47447,958,154,19,4,3972,334,854,110500,8595,25,0,3250,951,48,315
2683,"Martin County, Texas",5230,5230,5230,2383,77083,385,121,63,2,2538,160,1175,162200,4486,0,0,1361,672,48,317
2684,"Mason County, Texas",3951,3951,3951,826,68750,723,263,101,29,1654,38,751,274600,3381,1,0,1176,374,48,319
2685,"Matagorda County, Texas",36274,36274,36274,15678,55174,3721,1485,118,158,16280,1128,998,162200,31902,195,50,10191,4633,48,321
2686,"Maverick County, Texas",57770,57770,57770,54797,51270,3794,845,427,45,24275,1847,789,151500,50690,163,22,12588,5732,48,323
2687,"Medina County, Texas",52419,52419,52419,26780,73462,5016,2573,203,108,22785,739,1091,220000,45248,92,0,14449,3030,48,325
2688,"Menard County, Texas",1964,1964,1964,549,48191,233,64,17,19,840,121,810,105300,1818,4,0,634,199,48,327
2689,"Midland County, Texas",171496,171496,171496,76792,93984,22773,8112,1532,874,88896,3289,1383,293000,140657,1127,16,45735,21322,48,329
2690,"Milam County, Texas",25268,25268,25268,6466,59076,2283,846,146,126,11241,606,948,168900,22156,70,39,7781,2268,48,331
2691,"Mills County, Texas",4499,4499,4499,851,64494,617,259,41,52,2030,79,713,200200,4057,0,0,1559,286,48,333
2692,"Mitchell County, Texas",8989,8989,8989,3481,56033,511,202,125,9,3855,182,481,85700,7955,0,0,2037,524,48,335
2693,"Montague County, Texas",20599,20599,20599,2463,62818,1886,533,117,40,8408,445,957,189400,17930,20,0,6414,1728,48,337
2694,"Montgomery County, Texas",654722,654722,654722,177581,97266,105629,42004,7673,7372,326039,14921,1471,317500,568081,4184,173,168894,66580,48,339
2695,"Moore County, Texas",21234,21234,21234,12743,61325,1132,333,14,32,10167,219,894,135400,18366,108,30,4507,2768,48,341
2696,"Morris County, Texas",12014,12014,12014,1288,55082,869,340,15,56,5290,385,824,110200,11037,18,0,3801,1237,48,343
2697,"Motley County, Texas",1267,1267,1267,102,62857,161,41,8,0,628,6,725,81100,1196,0,0,366,110,48,345
2698,"Nacogdoches County, Texas",64897,64897,64897,13825,51528,6125,2558,574,793,31061,2222,923,158200,51218,108,37,14573,10541,48,347
2699,"Navarro County, Texas",53735,53735,53735,16796,59310,4059,1271,230,267,24500,942,1039,159900,45563,150,5,12575,5909,48,349
2700,"Newton County, Texas",12193,12193,12193,415,41044,388,143,4,15,5163,544,877,83100,10744,16,0,3994,904,48,351
2701,"Nolan County, Texas",14565,14565,14565,5396,50160,823,396,54,42,6827,388,866,98300,12440,15,0,3859,1975,48,353
2702,"Nueces County, Texas",352829,352829,352829,219138,66021,35747,14094,3049,2475,169080,9446,1224,194700,298091,902,196,78303,52467,48,355
2703,"Ochiltree County, Texas",9852,9852,9852,5484,64988,758,321,11,44,4933,55,905,137200,8477,86,64,2598,1160,48,357
2704,"Oldham County, Texas",2097,2097,2097,513,76402,229,61,8,17,849,6,1125,144800,1524,24,0,449,182,48,359
2705,"Orange County, Texas",84993,84993,84993,7763,73372,7391,2054,284,345,40630,2577,1018,163400,74257,123,78,23892,7955,48,361
2706,"Palo Pinto County, Texas",28920,28920,28920,5846,64972,2477,1097,86,57,13137,1001,1024,167300,24569,103,0,7575,3376,48,363
2707,"Panola County, Texas",22624,22624,22624,2266,62593,1932,626,74,130,9860,254,810,146000,20037,27,2,6732,1754,48,365
2708,"Parker County, Texas",158079,158079,158079,22268,102099,22395,9228,1500,686,79892,3118,1440,343600,137305,215,18,44518,9719,48,367
2709,"Parmer County, Texas",9752,9752,9752,6446,68164,771,231,28,0,4829,120,1015,127300,8736,88,0,2178,1005,48,369
2710,"Pecos County, Texas",14983,14983,14983,10666,67689,815,315,186,44,6035,75,973,142900,13480,74,0,3713,1395,48,371
2711,"Polk County, Texas",51780,51780,51780,7799,59066,3389,1322,262,42,20465,1838,1009,154000,41112,26,0,14395,4180,48,373
2712,"Potter County, Texas",116634,116634,116634,45218,50448,8945,2831,760,405,51016,2037,989,134900,102617,352,19,23949,18414,48,375
2713,"Presidio County, Texas",6043,6043,6043,4622,29014,458,195,51,54,2631,292,445,123100,5486,38,0,1742,598,48,377
2714,"Rains County, Texas",12505,12505,12505,1228,64874,1802,522,32,11,5463,131,895,214900,10843,52,0,3916,807,48,379
2715,"Randall County, Texas",143791,143791,143791,34127,80905,20202,7643,1275,1413,75502,2200,1119,227500,121683,312,62,38257,17501,48,381
2716,"Reagan County, Texas",3259,3259,3259,2186,70288,191,105,0,9,1474,122,806,163700,2959,0,0,795,251,48,383
2717,"Real County, Texas",2821,2821,2821,664,45417,293,61,6,12,732,51,877,-666666666,2456,1,0,772,249,48,385
2718,"Red River County, Texas",11621,11621,11621,826,46912,869,352,48,68,4765,94,902,133800,10551,8,3,3515,1478,48,387
2719,"Reeves County, Texas",13219,13219,13219,11206,56056,472,85,12,6,6025,242,988,113700,11892,252,110,3276,869,48,389
2720,"Refugio County, Texas",6693,6693,6693,3354,58016,498,123,28,0,2832,162,842,94400,5741,0,0,1850,522,48,391
2721,"Roberts County, Texas",785,785,785,83,66118,90,19,0,6,367,2,769,176800,760,0,0,259,44,48,393
2722,"Robertson County, Texas",16973,16973,16973,3712,66250,1555,574,29,60,7392,601,773,172700,15091,5,0,4749,1731,48,395
2723,"Rockwall County, Texas",116931,116931,116931,23581,124917,21333,8861,1874,1525,62830,2540,1899,386000,99939,370,28,32623,6890,48,397
2724,"Runnels County, Texas",9880,9880,9880,3402,63490,884,373,43,5,4772,203,894,103700,8550,0,0,2837,963,48,399
2725,"Rusk County, Texas",52613,52613,52613,9839,67506,4176,1982,139,177,22305,842,997,166900,44259,41,0,14373,3590,48,401
2726,"Sabine County, Texas",9998,9998,9998,417,59924,853,394,112,22,3788,263,738,131900,8851,0,0,3823,646,48,403
2727,"San Augustine County, Texas",7889,7889,7889,643,46338,409,197,31,29,2942,277,741,83500,6874,0,0,2256,761,48,405
2728,"San Jacinto County, Texas",27983,27983,27983,5129,59526,1846,719,174,369,11417,809,1018,183100,24863,51,0,8822,1658,48,407
2729,"San Patricio County, Texas",69519,69519,69519,39012,67512,5313,2129,214,196,30968,1321,1239,180400,58178,568,1,16252,8244,48,409
2730,"San Saba County, Texas",5802,5802,5802,1753,54855,620,230,21,20,2486,72,894,161800,5133,24,10,1444,651,48,411
2731,"Schleicher County, Texas",2426,2426,2426,1282,90141,368,34,9,0,1099,58,627,113400,2236,0,0,805,114,48,413
2732,"Scurry County, Texas",16633,16633,16633,7089,62689,1464,394,69,21,6974,145,913,110800,13187,83,7,4571,1360,48,415
2733,"Shackelford County, Texas",3169,3169,3169,401,64659,614,93,13,42,1680,102,485,176900,2820,0,0,1088,241,48,417
2734,"Shelby County, Texas",24108,24108,24108,4736,50436,1616,418,119,8,10595,433,832,111700,21381,3,0,6882,2295,48,419
2735,"Sherman County, Texas",2434,2434,2434,1149,74167,258,149,0,0,1200,38,881,125500,2384,0,0,627,215,48,421
2736,"Smith County, Texas",238014,238014,238014,49012,71923,28778,10344,2517,2047,114273,4672,1197,220800,208478,859,105,56616,25074,48,423
2737,"Somervell County, Texas",9510,9510,9510,1719,83382,1252,329,87,26,4882,193,927,253600,8391,0,0,2917,645,48,425
2738,"Starr County, Texas",65809,65809,65809,64036,38182,3320,1239,207,116,27009,2917,715,93300,59619,549,124,13383,5309,48,427
2739,"Stephens County, Texas",9278,9278,9278,2308,54695,828,286,14,27,4084,241,802,105700,7833,55,0,2798,762,48,429
2740,"Sterling County, Texas",1389,1389,1389,447,78750,129,55,1,8,560,13,968,143200,1303,0,0,335,67,48,431
2741,"Stonewall County, Texas",1244,1244,1244,283,61250,57,57,0,0,603,17,620,54700,1020,4,0,409,67,48,433
2742,"Sutton County, Texas",3306,3306,3306,2162,75000,162,152,18,0,1635,73,770,140600,2982,0,0,828,408,48,435
2743,"Swisher County, Texas",6981,6981,6981,3194,39031,702,172,20,8,2779,120,729,89200,6174,16,0,1620,833,48,437
2744,"Tarrant County, Texas",2135743,2135743,2135743,637594,81905,314353,126424,23012,15417,1133734,53014,1447,294100,1832454,13571,1556,456632,312653,48,439
2745,"Taylor County, Texas",144259,144259,144259,35709,66406,16428,7011,1365,893,68444,1558,1111,190300,118278,1163,302,32504,21886,48,441
2746,"Terrell County, Texas",851,851,851,364,46989,164,64,0,0,331,0,-666666666,152200,845,0,0,402,51,48,443
2747,"Terry County, Texas",11699,11699,11699,6574,45905,547,184,79,0,5076,192,813,111200,9617,16,0,2767,1504,48,445
2748,"Throckmorton County, Texas",1589,1589,1589,124,58864,208,54,0,22,754,20,548,84200,1417,8,0,502,184,48,447
2749,"Titus County, Texas",31284,31284,31284,13887,59220,2170,668,108,69,14064,509,817,157900,28010,104,0,7597,3414,48,449
2750,"Tom Green County, Texas",119398,119398,119398,47877,66254,12999,5256,735,678,57210,1766,1125,186700,99118,681,28,30807,15287,48,451
2751,"Travis County, Texas",1307625,1307625,1307625,425105,97169,320283,138865,30967,22107,782184,33873,1669,487600,1049373,14431,2146,297755,263736,48,453
2752,"Trinity County, Texas",13850,13850,13850,1480,51663,1235,277,85,12,5469,389,823,110100,11118,23,0,4682,1351,48,455
2753,"Tyler County, Texas",20084,20084,20084,1614,50647,1199,411,102,39,7246,647,951,138400,16757,3,0,5574,1499,48,457
2754,"Upshur County, Texas",41864,41864,41864,4219,62794,3642,1115,214,40,18764,833,1015,171200,36617,33,22,12185,3187,48,459
2755,"Upton County, Texas",3227,3227,3227,1812,52321,144,47,5,0,1458,56,689,106300,3039,0,0,997,328,48,461
2756,"Uvalde County, Texas",24810,24810,24810,17548,57849,2344,521,126,136,10804,341,966,144400,21890,5,0,5601,2821,48,463
2757,"Val Verde County, Texas",47647,47647,47647,38580,59673,3729,1740,533,182,20368,981,956,151500,39494,548,110,11168,5538,48,465
2758,"Van Zandt County, Texas",61323,61323,61323,7835,68274,5264,2145,186,163,27508,1087,1010,199500,52930,284,0,18238,4317,48,467
2759,"Victoria County, Texas",91281,91281,91281,43432,70101,8538,2157,684,434,43594,1876,1151,197600,77403,366,36,23076,11066,48,469
2760,"Walker County, Texas",78292,78292,78292,16931,49862,7528,2663,286,753,32913,2434,986,207900,60625,66,25,14387,10793,48,471
2761,"Waller County, Texas",59455,59455,59455,19593,76135,6806,1838,362,98,28873,1776,1210,292000,52254,265,0,12685,5296,48,473
2762,"Ward County, Texas",11255,11255,11255,6238,71719,555,187,17,2,5380,218,939,138800,10311,22,0,3408,937,48,475
2763,"Washington County, Texas",36156,36156,36156,6557,75085,5183,1663,537,242,17187,447,1091,270100,30758,165,16,11171,4106,48,477
2764,"Webb County, Texas",267731,267731,267731,254619,62506,22416,7314,1503,679,119744,6638,997,178900,237606,2624,293,50841,28731,48,479
2765,"Wharton County, Texas",41651,41651,41651,17294,66100,3900,1081,244,77,19545,1364,986,182700,36960,88,0,10885,4537,48,481
2766,"Wheeler County, Texas",4902,4902,4902,1224,67964,596,50,10,2,2383,82,995,97600,4401,0,0,1451,398,48,483
2767,"Wichita County, Texas",129842,129842,129842,26409,62168,13326,5534,1056,935,60682,2097,972,141600,105586,853,143,30093,18842,48,485
2768,"Wilbarger County, Texas",12712,12712,12712,3798,51626,1113,255,69,67,6107,601,862,98800,10451,32,0,2967,1770,48,487
2769,"Willacy County, Texas",20218,20218,20218,17623,45645,1212,308,30,25,8878,645,868,60800,18445,34,3,4104,1567,48,489
2770,"Williamson County, Texas",643889,643889,643889,157980,108309,132922,57719,8295,7676,355971,14239,1720,414600,533784,4743,271,162175,79579,48,491
2771,"Wilson County, Texas",51501,51501,51501,20354,92461,6496,2342,276,174,24822,958,1069,286300,47287,102,0,15240,2545,48,493
2772,"Winkler County, Texas",7540,7540,7540,4660,91898,421,39,0,10,3552,69,900,121200,7007,18,0,2406,375,48,495
2773,"Wise County, Texas",72359,72359,72359,14878,89897,6900,2312,438,460,36661,1832,1239,277200,63268,107,13,20289,4292,48,497
2774,"Wood County, Texas",46094,46094,46094,5153,62524,4635,2070,536,274,18686,1068,851,195100,38918,47,0,14552,3669,48,499
2775,"Yoakum County, Texas",7589,7589,7589,4950,82261,534,21,84,0,3237,111,931,183000,6890,63,0,1973,643,48,501
2776,"Young County, Texas",17963,17963,17963,3621,63723,2104,656,121,55,8753,254,849,165300,14437,106,20,5647,2116,48,503
2777,"Zapata County, Texas",13855,13855,13855,13014,36527,768,227,32,28,5140,413,569,88800,12585,74,0,3442,1170,48,505
2778,"Zavala County, Texas",9532,9532,9532,8831,41887,461,58,17,9,3928,291,544,88100,9110,0,0,2421,990,48,507
2779,"Beaver County, Utah",7172,7172,7172,1057,85603,786,167,26,23,3173,76,1034,287600,6561,0,0,1965,421,49,001
2780,"Box Elder County, Utah",59725,59725,59725,5929,77865,6763,2296,284,239,28391,911,1028,357400,52045,165,37,14499,4651,49,003
2781,"Cache County, Utah",137031,137031,137031,15806,78292,18207,7614,1076,1730,70772,1685,1137,392800,110093,969,387,27431,15687,49,005
2782,"Carbon County, Utah",20446,20446,20446,2701,53673,1689,612,96,68,8899,493,828,200700,18052,11,5,5465,2558,49,007
2783,"Daggett County, Utah",747,747,747,22,58750,41,10,2,6,338,29,775,242100,617,0,0,217,45,49,009
2784,"Davis County, Utah",366742,366742,366742,41283,108058,56085,22419,3908,2447,186649,4699,1516,470500,321639,1203,268,88759,25915,49,011
2785,"Duchesne County, Utah",19932,19932,19932,1416,74738,1417,498,41,67,8479,333,934,253600,17276,7,0,5324,1390,49,013
2786,"Emery County, Utah",9968,9968,9968,730,69956,686,395,9,4,4363,155,696,197100,9260,4,0,2727,701,49,015
2787,"Garfield County, Utah",5170,5170,5170,361,61688,838,240,76,30,2435,124,781,285800,4755,1,0,1490,537,49,017
2788,"Grand County, Utah",9697,9697,9697,1212,62521,1522,521,292,60,5466,161,1021,480900,8349,0,0,3116,1350,49,019
